,Unnamed: 0.1,Unnamed: 0,fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
510,1849,1849,Hector Lombard,5' 9,185 lbs.,5' 9,Southpaw,"Feb 02, 1978",3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5
511,1861,1861,Gustavo Lopez,5' 5,135 lbs.,5' 5,Orthodox,"Jun 27, 1989",2.24,0.41,4.65,0.51,1.07,0.5,0.27,0.5
512,1862,1862,Matthew Lopez,5' 7,135 lbs.,5' 7,Southpaw,"Jan 21, 1987",3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3
513,1875,1875,Duane Ludwig,5' 10,170 lbs.,5' 10,Orthodox,"Aug 04, 1978",4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1
514,1880,1880,Travis Lutter,5' 11,185 lbs.,5' 11,Orthodox,"May 12, 1973",0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7
515,1881,1881,Tucker Lutz,5' 8,155 lbs.,5' 8,Orthodox,"Jul 12, 1994",4.33,0.49,2.8,0.47,2.0,0.57,0.81,0.5
516,1882,1882,Vicente Luque,5' 11,170 lbs.,5' 11,Orthodox,"Nov 27, 1991",5.72,0.53,5.82,0.52,0.68,0.5,0.64,0.8
517,1886,1886,Chris Lytle,5' 11,170 lbs.,5' 11,Orthodox,"Aug 18, 1974",3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4
518,1889,1889,Jason MacDonald,6' 3,185 lbs.,6' 3,Orthodox,"Jun 03, 1975",1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0
519,1890,1890,Rob MacDonald,6' 3,205 lbs.,6' 3,Orthodox,"Sep 05, 1978",1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4
520,1891,1891,Rory MacDonald,6' 0,170 lbs.,6' 0,Orthodox,"Jul 22, 1989",3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4
521,1893,1893,Veronica Macedo,5' 4,125 lbs.,5' 4,Southpaw,"Oct 30, 1995",3.13,0.39,5.06,0.43,0.57,0.18,0.46,0.6
522,1897,1897,Lyoto Machida,6' 1,185 lbs.,6' 1,Southpaw,"May 30, 1978",2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4
523,1900,1900,Don Madge,6' 0,155 lbs.,6' 0,Southpaw,"Nov 12, 1990",2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7
524,1904,1904,Yoshiro Maeda,5' 7,139 lbs.,5' 7,Southpaw,"Oct 31, 1981",2.36,0.33,2.55,0.63,2.93,0.51,0.5,0.7
525,1906,1906,Vinny Magalhaes,6' 3,205 lbs.,6' 3,Orthodox,"Jul 02, 1984",2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8
526,1909,1909,Caio Magalhaes,6' 1,185 lbs.,6' 1,Orthodox,"Dec 14, 1987",2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6
527,1911,1911,Reza Madadi,5' 11,155 lbs.,5' 11,Orthodox,"Jun 20, 1978",2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5
528,1912,1912,Angela Magana,5' 1,115 lbs.,5' 1,Orthodox,"Aug 02, 1983",1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4
529,1913,1913,Neil Magny,6' 3,170 lbs.,6' 3,Orthodox,"Aug 03, 1987",3.67,0.47,2.05,0.56,2.46,0.45,0.57,0.3
530,1914,1914,Rashid Magomedov,5' 9,155 lbs.,5' 9,Orthodox,"Nov 29, 1984",4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2
531,1917,1917,John Maguire,5' 9,155 lbs.,5' 9,Southpaw,"May 19, 1983",1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1
532,1918,1918,Zabit Magomedsharipov,6' 1,145 lbs.,6' 1,Orthodox,"Mar 01, 1991",4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8
533,1920,1920,Leonardo Mafra,5' 10,155 lbs.,5' 10,Orthodox,"Apr 25, 1989",4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4
534,1924,1924,Jennifer Maia,5' 4,125 lbs.,5' 4,Orthodox,"Oct 06, 1988",3.34,0.39,3.52,0.52,0.34,0.5,0.56,0.2
535,1927,1927,Demian Maia,6' 1,170 lbs.,6' 1,Southpaw,"Nov 06, 1977",1.82,0.43,2.03,0.63,2.55,0.26,0.61,1.0
536,1929,1929,Islam Makhachev,5' 10,155 lbs.,5' 10,Southpaw,"Oct 27, 1991",2.0,0.56,0.77,0.7,3.46,0.68,0.93,1.0
537,1931,1931,Zach Makovsky,5' 4,125 lbs.,5' 4,Southpaw,"Apr 19, 1983",1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3
538,1933,1933,Fabio Maldonado,6' 1,205 lbs.,6' 1,Orthodox,"Mar 17, 1980",5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6
539,1938,1938,Nate Maness,5' 10,135 lbs.,5' 10,Orthodox,"Jun 27, 1991",2.4,0.45,4.63,0.45,1.33,0.66,0.88,0.7
540,1948,1948,Cristiano Marcello,5' 9,155 lbs.,5' 9,Orthodox,"Dec 03, 1977",2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9
541,1949,1949,Jimi Manuwa,6' 1,205 lbs.,6' 1,Orthodox,"Feb 18, 1980",3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4
542,1953,1953,Ronny Markes,6' 1,185 lbs.,6' 1,Orthodox,"Apr 21, 1988",2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5
543,1956,1956,Randa Markos,5' 4,115 lbs.,5' 4,Orthodox,"Aug 10, 1985",2.85,0.41,3.2,0.59,1.23,0.28,0.57,0.2
544,1957,1957,Nate Marquardt,6' 0,185 lbs.,6' 0,Orthodox,"Apr 20, 1979",2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8
545,1958,1958,Danilo Marques,6' 6,205 lbs.,6' 6,Orthodox,"Dec 26, 1985",1.81,0.88,1.41,0.5,4.83,0.34,0.0,1.2
546,1959,1959,Carmelo Marrero,6' 0,205 lbs.,6' 0,Orthodox,"Jan 26, 1981",0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9
547,1964,1964,Eliot Marshall,6' 2,205 lbs.,6' 2,Orthodox,"Jul 07, 1980",1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9
548,1974,1974,Mallory Martin,5' 4,115 lbs.,5' 4,Orthodox,"Jan 29, 1994",3.99,0.59,5.53,0.58,3.37,0.63,0.25,0.5
549,1976,1976,Anthony Rocco Martin,6' 0,170 lbs.,6' 0,Orthodox,"Dec 11, 1989",2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0
550,1987,1987,Adriano Martins,5' 10,155 lbs.,5' 10,Southpaw,"Dec 16, 1982",1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4
551,1989,1989,Jameel Massouh,5' 10,145 lbs.,5' 10,Orthodox,"Sep 12, 1984",1.91,0.54,2.62,0.55,0.67,0.15,0.5,0.7
552,1990,1990,Mike Massenzio,6' 2,185 lbs.,6' 2,Southpaw,"Nov 01, 1982",2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4
553,1994,1994,Jorge Masvidal,5' 11,170 lbs.,5' 11,Orthodox,"Nov 12, 1984",4.2,0.47,3.0,0.65,1.57,0.59,0.77,0.4
554,2001,2001,Jake Matthews,5' 11,170 lbs.,5' 11,Orthodox,"Aug 19, 1994",3.03,0.44,2.16,0.61,1.93,0.41,0.66,0.6
555,2007,2007,Vladimir Matyushenko,6' 0,205 lbs.,6' 0,Orthodox,"Jan 04, 1971",1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1
556,2014,2014,Gina Mazany,5' 6,125 lbs.,5' 6,Southpaw,"Aug 19, 1988",3.45,0.47,3.07,0.51,4.41,0.63,0.33,0.3
557,2015,2015,Gray Maynard,5' 9,155 lbs.,5' 9,Orthodox,"May 09, 1979",1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7
558,2017,2017,Sabina Mazo,5' 7,135 lbs.,5' 7,Orthodox,"Mar 25, 1997",6.56,0.44,3.91,0.6,0.81,0.8,0.66,0.2
559,2021,2021,Molly McCann,5' 4,125 lbs.,5' 4,Orthodox,"May 04, 1990",5.15,0.5,4.28,0.65,1.64,0.29,0.28,0.7
560,2022,2022,Charles McCarthy,5' 10,185 lbs.,5' 10,Orthodox,"Aug 06, 1980",0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7
561,2023,2023,Sean McCorkle,6' 7,265 lbs.,6' 7,Orthodox,"Jul 17, 1976",0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2
562,2025,2025,Tamdan McCrory,6' 4,185 lbs.,6' 4,Switch,"Nov 05, 1986",2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5
563,2027,2027,Michael McDonald,5' 9,135 lbs.,5' 9,Orthodox,"Jan 15, 1991",2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4
564,2029,2029,Robert McDaniel,6' 3,185 lbs.,6' 3,Southpaw,"May 03, 1983",1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4
565,2034,2034,Drew McFedries,6' 0,185 lbs.,6' 0,Southpaw,"Jul 27, 1978",5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7
566,2037,2037,Court McGee,5' 11,170 lbs.,5' 11,Orthodox,"Dec 12, 1984",4.9,0.36,3.94,0.61,1.6,0.21,0.63,0.4
567,2049,2049,Cody McKenzie,6' 0,155 lbs.,6' 0,Switch,"Dec 16, 1987",1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5
568,2052,2052,Garreth McLellan,6' 1,185 lbs.,6' 1,Southpaw,"Sep 01, 1982",3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9
569,2053,2053,Sara McMann,5' 6,135 lbs.,5' 6,Orthodox,"Sep 24, 1980",2.32,0.45,1.94,0.48,4.41,0.65,0.5,0.5
570,2056,2056,James McSweeney,6' 4,230 lbs.,6' 4,Switch,"Oct 24, 1980",3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1
571,2057,2057,Tim Means,6' 2,170 lbs.,6' 2,Orthodox,"Feb 20, 1984",5.16,0.48,3.58,0.61,0.92,0.41,0.64,0.2
572,2060,2060,Yancy Medeiros,5' 10,155 lbs.,5' 10,Orthodox,"Sep 07, 1987",4.05,0.35,5.38,0.46,0.12,0.25,0.76,0.5
573,2064,2064,Emil Meek,5' 11,170 lbs.,5' 11,Switch,"Aug 20, 1988",2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0
574,2068,2068,Gerald Meerschaert,6' 1,185 lbs.,6' 1,Southpaw,"Dec 18, 1987",3.3,0.42,3.61,0.51,2.33,0.43,0.46,1.7
575,2070,2070,Jordan Mein,6' 0,170 lbs.,6' 0,Orthodox,"Oct 10, 1989",3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2
576,2075,2075,Gilbert Melendez,5' 9,145 lbs.,5' 9,Orthodox,"Apr 12, 1982",3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2
577,2080,2080,Chad Mendes,5' 6,145 lbs.,5' 6,Orthodox,"May 01, 1985",2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3
578,2085,2085,Ivan Menjivar,5' 6,145 lbs.,5' 6,Orthodox,"May 30, 1982",2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0
579,2094,2094,Yaotzin Meza,5' 9,145 lbs.,5' 9,Orthodox,"Feb 04, 1981",1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4
580,2107,2107,Dan Miller,6' 1,185 lbs.,6' 1,Orthodox,"Jun 30, 1981",2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8
581,2110,2110,Cole Miller,6' 1,145 lbs.,6' 1,Orthodox,"Apr 26, 1984",3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8
582,2112,2112,Jim Miller,5' 8,155 lbs.,5' 8,Southpaw,"Aug 30, 1983",2.73,0.4,2.99,0.59,1.69,0.43,0.46,1.9
583,2122,2122,Darrick Minner,5' 7,145 lbs.,5' 7,Orthodox,"Apr 28, 1990",3.24,0.7,1.4,0.43,3.0,0.62,0.6,3.6
584,2128,2128,Frank Mir,6' 3,264 lbs.,6' 3,Southpaw,"May 24, 1979",2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0
585,2130,2130,Vitor Miranda,6' 1,185 lbs.,6' 1,Orthodox,"Mar 10, 1979",2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2
586,2137,2137,David Mitchell,6' 0,170 lbs.,6' 0,Orthodox,"Oct 24, 1979",1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0
587,2140,2140,Bryce Mitchell,5' 10,145 lbs.,5' 10,Southpaw,"Oct 04, 1994",2.29,0.61,1.46,0.6,3.26,0.46,0.33,2.3
588,2146,2146,Hiromitsu Miura,5' 9,170 lbs.,5' 9,Orthodox,"Sep 22, 1981",2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6
589,2149,2149,Takeya Mizugaki,5' 7,135 lbs.,5' 7,Orthodox,"Dec 16, 1983",3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1
590,2151,2151,Bobby Moffett,5' 10,145 lbs.,5' 10,Orthodox,"Jun 01, 1990",3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4
591,2152,2152,Roxanne Modafferi,5' 7,125 lbs.,5' 7,Orthodox,"Sep 24, 1982",3.13,0.3,5.03,0.53,1.42,0.23,0.3,0.1
592,2154,2154,Thiago Moises,5' 9,155 lbs.,5' 9,Orthodox,"Mar 23, 1995",2.85,0.37,3.88,0.6,1.06,0.33,0.63,1.2
593,2156,2156,Renato Moicano,5' 11,155 lbs.,5' 11,Orthodox,"May 21, 1989",5.4,0.46,3.74,0.65,1.28,0.53,0.78,0.6
594,2162,2162,Jeff Monson,5' 9,247 lbs.,5' 9,Orthodox,"Jan 18, 1971",0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7
595,2164,2164,Darrell Montague,5' 6,125 lbs.,5' 6,Southpaw,"Nov 03, 1987",1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4
596,2166,2166,Nicco Montano,5' 5,135 lbs.,5' 5,Southpaw,"Dec 16, 1988",5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4
597,2177,2177,Sergio Moraes,6' 0,170 lbs.,6' 0,Orthodox,"Jul 23, 1982",2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4
598,2179,2179,Marlon Moraes,5' 6,135 lbs.,5' 6,Orthodox,"Apr 26, 1988",3.38,0.39,4.11,0.56,1.0,0.41,0.66,0.4
599,2181,2181,John Moraga,5' 6,125 lbs.,5' 6,Orthodox,"Mar 20, 1984",2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1
600,2184,2184,Joseph Morales,5' 6,125 lbs.,5' 6,Switch,"Aug 22, 1994",1.58,0.37,1.72,0.6,0.53,0.5,0.23,2.6
601,2185,2185,Albert Morales,5' 9,135 lbs.,5' 9,Orthodox,"May 25, 1991",3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2
602,2188,2188,Christian Morecraft,6' 6,260 lbs.,6' 6,Orthodox,"Sep 08, 1986",2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2
603,2189,2189,Sarah Moras,5' 7,135 lbs.,5' 7,Orthodox,"Apr 30, 1988",2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8
604,2193,2193,Vinicius Moreira,6' 4,205 lbs.,6' 4,Orthodox,"Feb 28, 1989",3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3
605,2194,2194,Brandon Moreno,5' 7,125 lbs.,5' 7,Orthodox,"Dec 07, 1993",3.41,0.38,3.41,0.59,2.01,0.45,0.67,0.6
606,2196,2196,Dan Moret,6' 0,155 lbs.,6' 0,Southpaw,"Nov 21, 1986",2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4
607,2199,2199,Alex Morono,5' 11,170 lbs.,5' 11,Orthodox,"Aug 16, 1990",4.96,0.42,3.69,0.56,0.44,0.28,0.47,0.4
608,2200,2200,Maryna Moroz,5' 7,125 lbs.,5' 7,Orthodox,"Sep 08, 1991",4.09,0.31,4.15,0.53,0.56,0.18,0.47,0.4
609,2212,2212,Gegard Mousasi,6' 2,185 lbs.,6' 2,Orthodox,"Aug 01, 1985",3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1
610,2213,2213,Su Mudaerji,5' 8,125 lbs.,5' 8,Southpaw,"Jan 20, 1996",4.49,0.51,2.19,0.68,0.4,1.0,0.77,0.8
611,2216,2216,Belal Muhammad,5' 11,170 lbs.,5' 11,Orthodox,"Jul 09, 1988",4.75,0.43,4.02,0.6,1.97,0.28,0.85,0.2
612,2220,2220,Jamie Mullarkey,6' 0,155 lbs.,6' 0,Orthodox,"Aug 17, 1994",1.87,0.33,4.6,0.42,4.0,0.3,0.66,0.5
613,2222,2222,Pedro Munhoz,5' 6,135 lbs.,5' 6,Orthodox,"Sep 07, 1986",5.6,0.43,5.87,0.58,0.68,0.21,0.8,0.8
614,2223,2223,Andre Muniz,6' 1,185 lbs.,6' 1,Southpaw,"Feb 17, 1990",2.21,0.58,1.8,0.45,2.61,0.35,0.37,2.2
615,2225,2225,Mark Munoz,6' 0,185 lbs.,6' 0,Orthodox,"Feb 09, 1978",3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6
616,2227,2227,Johnny Munoz,5' 9,145 lbs.,5' 9,Orthodox,"Feb 16, 1993",3.27,0.62,1.4,0.58,2.0,0.12,0.0,1.0
617,2229,2229,Makhmud Muradov,6' 2,185 lbs.,6' 2,Orthodox,"Feb 08, 1990",5.32,0.42,2.92,0.64,0.36,0.16,1.0,0.4
618,2230,2230,Kanako Murata,5' 1,115 lbs.,5' 1,Orthodox,"Aug 10, 1993",1.93,0.67,1.93,0.52,4.0,0.44,0.0,2.0
619,2236,2236,Lauren Murphy,5' 5,125 lbs.,5' 5,Orthodox,"Jul 27, 1983",3.8,0.38,3.82,0.63,1.18,0.37,0.7,0.1
620,2238,2238,Lerone Murphy,5' 9,145 lbs.,5' 9,Orthodox,"Jul 22, 1991",2.86,0.42,2.07,0.63,0.87,0.33,0.41,0.9
621,2242,2242,Nicholas Musoke,6' 0,170 lbs.,6' 0,Orthodox,"Apr 05, 1986",3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2
622,2245,2245,Magomed Mustafaev,5' 8,155 lbs.,5' 8,Orthodox,"Aug 02, 1988",2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4
623,2258,2258,Keita Nakamura,5' 11,170 lbs.,5' 11,Southpaw,"May 22, 1984",2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3
624,2260,2260,Kazuhiro Nakamura,5' 11,205 lbs.,5' 11,Orthodox,"Jul 16, 1979",1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6
625,2268,2268,Rose Namajunas,5' 5,115 lbs.,5' 5,Orthodox,"Jun 29, 1992",4.13,0.4,3.98,0.6,1.91,0.53,0.5,0.8
626,2272,2272,Bobby Nash,6' 0,170 lbs.,6' 0,Orthodox,"Mar 26, 1990",3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6
627,2273,2273,Rodrigo Nascimento,6' 2,246 lbs.,6' 2,Orthodox,"Nov 26, 1992",4.23,0.55,4.32,0.42,2.7,1.0,1.0,2.7
628,2276,2276,Rafael Natal,6' 0,185 lbs.,6' 0,Orthodox,"Dec 25, 1982",3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5
629,2279,2279,Ismail Naurdiev,5' 10,170 lbs.,5' 10,Orthodox,"Aug 18, 1996",3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2
630,2285,2285,Geoff Neal,5' 11,170 lbs.,5' 11,Southpaw,"Aug 28, 1990",4.94,0.49,4.93,0.61,0.5,0.5,0.92,0.2
631,2289,2289,Josh Neer,5' 11,170 lbs.,5' 11,Orthodox,"Mar 24, 1983",3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3
632,2290,2290,Shane Nelson,5' 9,155 lbs.,5' 9,Southpaw,"Nov 29, 1984",1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6
633,2291,2291,Kyle Nelson,5' 11,155 lbs.,5' 11,Switch,"Apr 20, 1991",3.63,0.41,6.82,0.47,0.96,0.12,0.6,1.9
634,2292,2292,Gunnar Nelson,5' 11,170 lbs.,5' 11,Switch,"Jul 28, 1988",1.71,0.57,3.33,0.49,1.72,0.55,0.66,0.9
635,2293,2293,Roy Nelson,6' 0,263 lbs.,6' 0,Orthodox,"Jun 20, 1976",2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1
636,2297,2297,Antonio Braga Neto,6' 3,185 lbs.,6' 3,Orthodox,"Oct 29, 1987",1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5
637,2304,2304,Ben Nguyen,5' 5,125 lbs.,5' 5,Switch,"Aug 03, 1988",3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0
638,2308,2308,Matheus Nicolau,5' 6,125 lbs.,5' 6,Orthodox,"Jan 06, 1993",3.79,0.52,2.83,0.67,1.93,0.44,1.0,1.4
639,2310,2310,Tom Niinimaki,5' 9,145 lbs.,5' 9,Orthodox,"Jul 25, 1982",1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5
640,2312,2312,Ramsey Nijem,5' 11,155 lbs.,5' 11,Orthodox,"Apr 01, 1988",3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1
641,2316,2316,Guangyou Ning,5' 4,145 lbs.,5' 4,Southpaw,"Dec 15, 1981",2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3
642,2322,2322,Anthony Njokuani,6' 1,155 lbs.,6' 1,Orthodox,"Mar 01, 1980",3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2
643,2326,2326,Antonio Rodrigo Nogueira,6' 3,240 lbs.,6' 3,Orthodox,"Jun 02, 1976",1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4
644,2327,2327,Rogerio Nogueira,6' 2,205 lbs.,6' 2,Southpaw,"Jun 02, 1976",2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8
645,2330,2330,Kyle Noke,6' 1,170 lbs.,6' 1,Southpaw,"Mar 18, 1980",3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8
646,2332,2332,Sage Northcutt,6' 0,170 lbs.,6' 0,Orthodox,"Mar 01, 1996",3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6
647,2336,2336,Amanda Nunes,5' 8,145 lbs.,5' 8,Orthodox,"May 30, 1988",4.5,0.51,2.45,0.57,2.5,0.53,0.84,0.9
648,2337,2337,Phillipe Nover,5' 9,145 lbs.,5' 9,Orthodox,"Feb 03, 1984",1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7
649,2338,2338,Diego Nunes,5' 6,145 lbs.,5' 6,Orthodox,"Nov 30, 1982",2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6
650,2341,2341,Khabib Nurmagomedov,5' 10,155 lbs.,5' 10,Orthodox,"Sep 20, 1988",4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8
651,2348,2348,Jake O'Brien,6' 3,205 lbs.,6' 3,Orthodox,"Sep 25, 1984",1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2
652,2354,2354,Sean O'Malley,5' 11,135 lbs.,5' 11,Switch,"Oct 24, 1994",6.35,0.57,3.76,0.64,1.05,0.5,0.61,1.1
653,2356,2356,Casey O'Neill,5' 6,125 lbs.,5' 6,,"Oct 07, 1997",5.64,0.72,1.84,0.42,6.91,0.66,0.0,1.7
654,2358,2358,Brendan O'Reilly,5' 7,170 lbs.,5' 7,Orthodox,"Jun 24, 1987",1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6
655,2368,2368,Yushin Okami,6' 2,170 lbs.,6' 2,Southpaw,"Jul 21, 1981",2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5
656,2373,2373,Aleksei Oleinik,6' 2,240 lbs.,6' 2,Orthodox,"Jun 20, 1977",3.47,0.5,3.85,0.44,2.38,0.46,0.33,2.4
657,2374,2374,Rafaello Oliveira,5' 8,155 lbs.,5' 8,Orthodox,"Jan 26, 1982",2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6
658,2375,2375,Charles Oliveira,5' 10,155 lbs.,5' 10,Orthodox,"Oct 17, 1989",3.22,0.52,2.94,0.54,2.64,0.44,0.57,2.8
659,2380,2380,Alex Oliveira,5' 11,170 lbs.,5' 11,Orthodox,"Feb 21, 1988",2.87,0.5,2.18,0.48,2.41,0.37,0.63,0.6
660,2386,2386,Cameron Olson,6' 1,205 lbs.,6' 1,Orthodox,"Nov 22, 1989",3.13,0.47,2.2,0.57,3.0,0.42,1.0,1.0
661,2387,2387,Daniel Omielanczuk,6' 0,247 lbs.,6' 0,Southpaw,"Aug 31, 1982",3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1
662,2388,2388,Michihiro Omigawa,5' 6,145 lbs.,5' 6,Orthodox,"Dec 19, 1975",2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5
663,2393,2393,Brian Ortega,5' 8,145 lbs.,5' 8,Switch,"Feb 21, 1991",4.29,0.38,6.28,0.52,0.8,0.21,0.56,1.1
664,2394,2394,Tito Ortiz,6' 3,205 lbs.,6' 3,Orthodox,"Jan 23, 1975",2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6
665,2396,2396,Ode Osbourne,5' 7,145 lbs.,5' 7,Southpaw,"Jan 09, 1992",4.3,0.54,3.04,0.42,1.9,1.0,0.66,1.9
666,2398,2398,Kenji Osawa,5' 7,135 lbs.,5' 7,Orthodox,"Nov 04, 1976",2.34,0.35,2.14,0.63,0.91,0.58,0.68,0.7
667,2399,2399,Nick Osipczak,6' 2,170 lbs.,6' 2,Orthodox,"Dec 30, 1984",2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0
668,2400,2400,Dustin Ortiz,5' 5,125 lbs.,5' 5,Orthodox,"Dec 25, 1988",2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1
669,2402,2402,Rachael Ostovich,5' 3,125 lbs.,5' 3,Orthodox,"Feb 25, 1991",2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8
670,2404,2404,Zak Ottow,5' 11,170 lbs.,5' 11,Orthodox,"Dec 22, 1986",2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4
671,2408,2408,Sidney Outlaw,5' 8,170 lbs.,5' 8,Orthodox,"Apr 11, 1992",0.13,0.33,0.8,0.71,3.0,0.75,0.0,3.0
672,2410,2410,Alistair Overeem,6' 4,265 lbs.,6' 4,Orthodox,"May 17, 1980",3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8
673,2416,2416,Nick Pace,5' 7,135 lbs.,5' 7,Orthodox,"Apr 17, 1987",1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5
674,2418,2418,Teemu Packalen,6' 1,155 lbs.,6' 1,Orthodox,"May 22, 1987",2.57,0.54,3.91,0.47,2.31,0.25,1.0,1.5
675,2422,2422,Damacio Page,5' 6,135 lbs.,5' 6,Orthodox,"Sep 30, 1982",2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9
676,2424,2424,Dustin Pague,5' 9,135 lbs.,5' 9,Orthodox,"Aug 05, 1987",1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6
677,2426,2426,Raulian Paiva,5' 8,125 lbs.,5' 8,Orthodox,"Oct 17, 1995",4.46,0.43,4.89,0.51,0.26,0.2,0.8,0.3
